SKU,Category,UnitCost,StorePrice,CostChangePct,Competitor_BigBoxDepot,Competitor_ValueMart,Competitor_QuickShop,WeeklyUnitsSold,DaysSinceLastChange,ElectronicShelfLabel,RelabelCost,Relabel
SKU10291,Household,8.03,10.02,6.33,12.06,10.8,11.66,113,331,0,2.44,0
SKU10292,PersonalCare,10.55,16.14,0.4,15.98,15.77,16.26,58,261,0,1.47,0
SKU10293,Household,25.73,41.51,1.99,34.8,43.83,37.6,40,59,1,0.03,1
SKU10294,Apparel,15.28,20.9,6.31,24.4,27.1,20.95,35,66,0,1.02,0
SKU10295,Household,9.67,13.73,11.25,13.73,11.95,12.7,73,235,1,0.05,1
SKU10296,Grocery,2.69,4.19,-0.03,4.02,4.09,3.41,49,141,0,1.44,0
SKU10297,Grocery,6.94,11.01,0.34,10.62,12.45,10.15,42,77,1,0.07,0
SKU10298,Household,4.58,5.89,7.88,6.45,5.64,6.72,59,37,0,1.35,0
SKU10299,Apparel,11.08,16.35,1.92,16.07,16.56,13.84,91,42,0,1.94,1
SKU10300,Apparel,13.61,20.61,-4.1,21.19,23.75,17.38,73,246,1,0.05,0
SKU10301,Grocery,3.22,4.65,3.4,4.17,5.37,5.03,62,251,0,2.32,0
SKU10302,Grocery,2.54,4.15,1.67,3.61,4.36,3.44,15,320,0,0.53,0
SKU10303,Household,11.87,18.65,2.29,20.44,17.8,17.21,65,21,0,1.44,0
SKU10304,Grocery,3.04,4.63,5.43,4.2,4.59,4.0,37,358,0,2.19,0
SKU10305,Grocery,1.33,2.04,-0.3,2.2,2.35,1.84,67,80,1,0.03,0
SKU10306,Electronics,75.85,132.19,-0.53,121.75,115.75,91.9,43,130,1,0.05,1
SKU10307,Household,17.43,23.5,-1.17,27.85,28.67,28.45,38,47,0,1.62,0
SKU10308,Household,6.22,10.55,6.59,9.78,10.5,6.95,58,164,0,2.17,1
SKU10309,Grocery,6.45,9.5,2.96,9.28,9.15,9.98,39,179,0,2.46,0
SKU10310,Grocery,2.75,3.84,-8.76,4.09,4.35,3.36,50,326,0,1.4,0
SKU10311,Apparel,8.95,14.74,5.51,14.77,15.06,12.59,47,74,1,0.05,0
SKU10312,Household,5.28,9.03,3.39,6.8,8.46,7.84,47,302,0,1.84,1
SKU10313,PersonalCare,12.53,19.52,-9.57,20.4,19.53,15.82,54,223,0,1.38,0
SKU10314,PersonalCare,11.1,19.5,8.24,15.78,18.32,15.3,47,23,0,1.68,1
SKU10315,Grocery,4.79,6.46,9.12,8.02,8.23,6.35,47,126,1,0.03,0
SKU10316,Household,5.07,6.28,2.13,8.45,8.18,7.28,21,310,1,0.08,1
SKU10317,Household,11.46,17.74,4.29,17.75,17.84,15.38,109,316,1,0.05,1
SKU10318,Grocery,2.15,3.17,0.1,3.4,3.03,2.52,81,146,0,1.99,0
SKU10319,Grocery,4.64,5.76,-0.26,6.41,7.0,6.92,60,231,1,0.07,1
SKU10320,Apparel,10.95,18.65,6.33,16.93,18.18,17.72,51,164,0,2.49,0
SKU10321,Apparel,10.83,18.68,-0.08,16.35,16.04,18.02,71,359,1,0.09,1
SKU10322,Household,6.32,9.44,-0.2,9.86,9.51,10.31,155,124,0,1.98,0
SKU10323,Apparel,5.51,7.67,3.52,9.11,8.7,7.91,46,321,1,0.03,1
SKU10324,Household,3.63,4.51,-4.03,5.26,4.66,5.07,78,234,0,2.26,0
SKU10325,Apparel,13.09,22.5,-0.16,18.03,17.96,18.15,68,326,0,1.81,1
SKU10326,Grocery,2.16,3.82,4.81,3.13,3.27,3.38,23,35,0,1.12,1
SKU10327,Household,11.58,18.63,-5.61,17.18,20.31,15.48,76,207,0,0.58,0
SKU10328,PersonalCare,10.18,14.66,0.97,14.34,15.03,12.6,53,132,0,1.37,0
SKU10329,Apparel,6.94,9.1,-0.18,10.45,11.9,9.01,54,339,1,0.04,1
SKU10330,Grocery,1.78,2.56,-1.62,2.68,2.78,2.57,90,329,0,0.52,0
SKU10331,PersonalCare,5.56,7.16,-3.51,7.94,8.34,8.12,48,84,1,0.07,0
SKU10332,Household,19.19,33.79,-2.32,31.16,29.66,29.73,65,209,0,2.1,0
SKU10333,Apparel,9.81,12.17,-1.37,13.24,14.77,13.23,103,154,0,2.23,0
SKU10334,Apparel,17.48,21.29,-1.88,26.98,26.06,24.43,34,221,0,1.57,1
SKU10335,Household,3.79,4.6,0.38,5.68,5.58,5.74,95,133,0,1.72,1
SKU10336,Apparel,9.26,14.26,-0.22,13.05,12.75,13.38,45,233,1,0.02,0
SKU10337,Household,9.89,14.73,-2.72,15.01,16.73,13.98,55,39,1,0.08,0
SKU10338,PersonalCare,5.34,7.56,2.73,6.51,7.76,7.29,78,117,0,2.41,0
SKU10339,PersonalCare,7.46,10.36,2.46,11.16,10.23,11.31,53,213,1,0.07,1
SKU10340,PersonalCare,6.29,8.36,-4.18,9.51,8.61,7.25,89,56,0,1.3,0
SKU10341,PersonalCare,5.91,8.87,5.53,8.52,9.09,8.6,36,330,1,0.04,1
SKU10342,Grocery,3.41,4.2,0.65,4.94,5.22,5.43,70,262,0,2.38,0
SKU10343,Electronics,82.62,145.07,3.72,111.02,120.3,114.1,30,212,0,2.33,1
SKU10344,Apparel,13.46,23.35,-1.43,17.69,17.65,19.98,40,180,1,0.02,1
SKU10345,Household,11.66,16.54,-2.79,15.39,18.11,15.87,56,140,0,0.69,0
SKU10346,Household,7.02,11.58,1.57,9.98,9.47,10.66,64,90,1,0.05,0
SKU10347,Grocery,3.6,4.98,-2.52,4.56,5.6,5.05,37,243,0,0.82,0
SKU10348,Grocery,2.13,2.78,5.42,2.9,2.59,3.14,54,55,0,1.58,0
SKU10349,Apparel,5.38,6.75,9.93,8.39,8.89,7.58,60,78,0,1.56,1
SKU10350,Grocery,2.85,4.32,4.46,4.0,4.44,4.32,49,89,0,0.91,0
SKU10351,Apparel,14.41,17.92,1.51,18.73,20.67,22.07,72,337,0,1.86,1
SKU10352,Grocery,2.78,4.72,-0.16,4.47,3.94,3.85,55,75,1,0.1,1
SKU10353,Household,10.05,16.78,-1.85,13.81,14.21,13.03,54,289,0,1.82,1
SKU10354,Grocery,2.4,4.25,0.63,3.2,3.8,3.13,42,310,1,0.08,0
SKU10355,Electronics,23.62,41.72,-1.83,31.62,34.54,28.68,36,289,1,0.09,1
SKU10356,Grocery,1.77,2.56,-0.97,2.79,3.04,2.37,90,113,0,1.49,0
SKU10357,Household,10.54,17.76,6.69,15.29,15.02,14.97,56,8,0,0.6,0
SKU10358,Grocery,2.36,3.74,0.04,3.39,3.81,3.17,47,264,1,0.03,0
SKU10359,Household,7.86,10.38,4.48,11.94,13.49,12.59,75,312,0,1.35,1
SKU10360,Electronics,23.3,35.25,5.63,33.53,33.07,31.48,71,87,0,0.68,0
SKU10361,Grocery,2.31,3.13,2.08,3.4,3.63,3.27,54,269,0,0.98,0
SKU10362,Apparel,13.51,17.36,3.01,18.24,18.19,20.46,79,220,1,0.09,1
SKU10363,Apparel,22.14,36.65,2.18,32.99,26.7,30.92,40,361,1,0.02,1
SKU10364,PersonalCare,3.61,5.7,-1.74,4.82,5.51,5.49,28,133,0,1.04,0
SKU10365,Household,4.04,5.69,0.56,5.89,6.11,6.61,53,25,0,1.98,0
SKU10366,PersonalCare,5.78,9.05,4.18,7.32,9.02,8.59,45,56,0,0.93,0
SKU10367,Grocery,3.63,4.83,-3.75,5.35,4.83,4.68,43,61,0,1.15,0
SKU10368,PersonalCare,4.78,7.26,-0.48,7.57,7.24,7.2,56,269,0,2.26,0
SKU10369,Grocery,5.86,8.25,3.15,8.78,7.51,7.99,29,76,0,2.37,0
SKU10370,Household,3.57,4.48,3.75,5.15,5.02,4.53,33,95,0,1.56,0
SKU10371,Grocery,2.33,3.98,1.68,3.36,3.9,3.69,62,275,0,0.54,0
SKU10372,Apparel,13.52,23.85,0.17,19.15,17.41,19.46,43,189,0,1.74,1
SKU10373,Household,5.2,7.41,3.16,6.21,8.28,6.84,106,291,0,0.71,0
SKU10374,PersonalCare,6.73,9.21,2.64,10.49,8.78,10.11,43,91,0,1.69,1
SKU10375,Grocery,3.38,4.23,1.71,5.1,5.19,4.8,78,148,0,1.11,1
SKU10376,PersonalCare,5.17,7.73,1.68,6.94,6.94,6.77,37,237,0,1.17,1
SKU10377,Household,22.83,37.65,2.87,32.87,30.08,33.9,74,23,1,0.06,0
SKU10378,Grocery,2.16,2.93,-0.84,3.44,2.68,2.98,41,133,0,1.22,0
SKU10379,Electronics,38.56,68.77,5.52,50.59,59.1,54.15,41,287,0,2.2,0
SKU10380,Grocery,4.21,6.64,6.63,6.11,5.27,7.12,29,114,0,1.28,0
SKU10381,Household,5.5,9.67,0.66,8.36,8.27,7.98,109,278,0,2.1,0
SKU10382,Household,8.2,14.37,-7.72,11.18,11.89,11.71,90,105,1,0.07,1
SKU10383,Grocery,4.96,7.92,-3.22,7.52,6.02,7.13,80,83,0,1.73,0
SKU10384,Household,8.5,11.37,4.37,11.46,12.11,12.01,45,247,0,1.41,0
SKU10385,Grocery,4.71,7.47,-2.36,7.49,6.28,6.87,47,187,0,0.59,1
SKU10386,Grocery,2.85,4.0,3.38,4.0,4.38,4.0,32,306,0,1.23,0
SKU10387,PersonalCare,5.14,7.73,-3.47,6.96,7.72,7.87,28,231,0,1.31,0
SKU10388,Electronics,103.13,148.0,3.76,153.12,175.65,164.8,95,15,0,1.22,1
SKU10389,Grocery,4.18,5.06,1.97,5.25,6.38,5.81,153,34,0,1.92,0
SKU10390,Apparel,20.87,29.98,1.6,29.79,31.17,25.5,47,13,1,0.04,1
SKU10391,Household,5.76,7.15,-0.08,8.22,8.9,7.43,66,20,0,0.73,0
SKU10392,Electronics,39.37,69.17,3.09,66.9,59.97,56.09,67,50,1,0.06,1
SKU10393,Household,13.05,17.79,-3.08,19.85,18.91,19.23,43,257,0,2.4,0
SKU10394,Electronics,45.3,55.13,2.75,71.78,70.84,57.81,51,232,0,1.18,0
SKU10395,Apparel,7.73,11.22,0.53,10.54,11.71,11.85,120,122,0,1.41,0
SKU10396,Grocery,2.26,3.69,8.0,2.99,3.51,2.96,114,358,1,0.02,1
SKU10397,Apparel,13.12,23.25,-6.56,16.84,17.21,15.01,23,298,0,0.9,1
SKU10398,Electronics,88.16,127.3,2.26,134.95,129.47,122.11,54,127,0,2.13,0
SKU10399,Electronics,55.33,78.56,-1.29,74.15,89.19,80.82,59,323,0,0.96,0
SKU10400,Grocery,2.4,3.0,3.48,3.13,3.77,3.06,97,306,0,0.93,1
SKU10401,Grocery,3.36,6.03,5.23,5.29,5.32,4.18,129,99,0,1.32,0
SKU10402,Household,7.97,9.76,-4.07,12.46,12.62,10.92,48,210,0,0.85,0
SKU10403,Grocery,1.6,1.96,7.08,2.24,2.45,2.1,86,179,0,0.71,1
SKU10404,Grocery,3.34,4.04,-0.3,4.7,5.46,5.1,39,9,0,1.8,0
SKU10405,Electronics,37.25,60.0,0.51,53.28,50.67,55.38,39,119,0,0.55,0
SKU10406,Grocery,3.17,4.31,-1.37,4.3,5.05,4.67,32,148,0,0.46,1
SKU10407,Apparel,9.07,15.5,-7.63,12.17,13.71,11.36,64,100,1,0.03,0
SKU10408,Grocery,4.02,6.64,-0.57,5.9,5.79,5.1,28,76,0,1.44,1
SKU10409,Apparel,11.27,18.9,-3.63,16.32,17.02,14.53,70,306,0,1.04,0
SKU10410,Grocery,2.4,3.12,-5.21,3.24,3.64,3.96,56,345,1,0.02,1
SKU10411,PersonalCare,13.4,21.57,5.99,20.96,17.57,19.78,67,62,0,1.62,0
SKU10412,PersonalCare,4.92,8.76,5.82,8.39,6.66,6.76,34,254,0,0.61,1
SKU10413,Apparel,7.35,12.52,2.64,9.86,11.92,10.33,49,186,1,0.1,1
SKU10414,Household,13.45,17.78,-2.41,19.05,18.38,17.3,60,88,0,0.87,0
SKU10415,Grocery,6.41,7.92,5.95,7.78,10.36,8.92,45,332,0,1.19,1
SKU10416,Apparel,8.8,13.2,1.82,13.84,14.0,13.33,55,147,1,0.05,0
SKU10417,Electronics,35.92,47.73,0.41,46.49,55.91,51.08,57,34,0,0.51,1
SKU10418,Grocery,3.13,3.79,-1.87,4.52,4.71,4.22,58,110,0,2.28,0
SKU10419,Electronics,36.39,47.41,1.89,55.2,62.02,58.58,55,206,1,0.05,1
SKU10420,Grocery,1.82,2.6,0.52,2.81,2.83,2.39,53,325,0,0.46,0
SKU10421,Household,4.77,7.64,0.03,6.27,7.97,6.31,96,122,0,1.02,1
SKU10422,Electronics,114.07,148.14,0.04,155.06,185.9,147.04,35,143,0,2.25,0
SKU10423,Apparel,10.3,13.7,4.0,14.56,15.08,17.3,18,101,0,2.12,0
SKU10424,Grocery,2.66,3.49,3.63,3.37,3.86,3.78,64,88,0,1.42,0
SKU10425,Grocery,4.79,8.04,6.79,6.55,7.06,6.13,51,323,1,0.08,1
SKU10426,Grocery,2.73,3.62,0.26,4.13,4.27,3.87,52,72,1,0.1,1
SKU10427,Grocery,2.5,3.17,-3.45,3.91,3.36,3.55,72,294,1,0.04,1
SKU10428,PersonalCare,3.62,6.18,2.07,4.72,4.58,5.33,15,317,1,0.05,1
SKU10429,PersonalCare,7.36,11.94,-5.13,9.87,10.8,12.22,12,198,0,1.18,0
SKU10430,Electronics,47.62,61.09,-2.23,64.68,61.37,76.23,109,274,0,1.96,0
SKU10431,Grocery,5.59,7.7,5.56,8.95,7.73,6.87,100,357,0,1.46,0
SKU10432,Grocery,2.79,4.93,7.88,3.83,4.25,4.58,45,336,1,0.06,1
SKU10433,PersonalCare,10.4,13.74,3.33,15.15,15.97,15.28,115,33,0,0.45,0
SKU10434,Grocery,3.62,6.1,2.11,5.72,6.21,5.88,48,129,1,0.09,0
SKU10435,Grocery,2.66,3.98,0.15,4.05,3.52,4.18,22,43,0,1.05,0
SKU10436,Apparel,16.6,27.68,1.89,25.36,20.87,22.48,53,301,0,2.48,1
SKU10437,Grocery,3.95,5.49,1.6,6.29,6.28,5.68,56,208,0,1.72,0
SKU10438,Household,8.75,12.59,2.69,11.0,11.32,13.94,90,24,0,0.61,0
SKU10439,Household,5.5,7.01,-1.73,8.16,8.57,7.64,62,255,0,1.85,0
SKU10440,Apparel,12.92,20.84,2.23,18.97,16.13,17.23,42,213,0,1.79,1
SKU10441,Household,7.07,12.56,-4.14,9.7,9.48,11.1,35,112,0,1.84,0
SKU10442,Apparel,18.8,26.61,-4.93,29.47,29.78,25.54,22,320,0,0.64,0
SKU10443,Household,13.77,19.68,5.92,21.95,17.56,19.71,61,287,1,0.03,0
SKU10444,Grocery,4.92,8.09,13.39,6.78,7.2,7.51,99,252,1,0.07,1
SKU10445,Grocery,4.73,7.58,2.21,6.06,7.25,7.26,31,226,0,1.41,1
SKU10446,Apparel,22.24,36.96,1.65,25.7,28.92,30.65,19,200,0,0.51,1
SKU10447,Grocery,5.89,7.62,6.87,10.01,9.02,8.09,37,208,1,0.03,0
SKU10448,Electronics,36.52,62.02,-3.87,50.42,59.83,51.83,68,191,0,0.97,0
SKU10449,Electronics,25.76,45.02,-4.82,38.13,37.5,37.12,37,327,1,0.03,1
SKU10450,PersonalCare,6.24,10.03,4.35,9.05,9.05,8.36,74,321,0,1.83,0
SKU10451,Grocery,6.68,8.16,7.14,10.93,11.07,8.68,65,80,1,0.06,1
SKU10452,Grocery,1.93,2.98,3.82,2.49,2.5,2.7,28,275,0,0.41,1
SKU10453,Electronics,28.29,41.86,0.69,40.15,44.72,35.63,36,136,0,0.55,0
SKU10454,Grocery,3.48,6.14,8.57,4.71,5.13,4.87,49,100,0,2.19,0
SKU10455,Grocery,2.64,4.04,-0.58,3.67,4.12,3.29,85,221,0,0.76,0
SKU10456,PersonalCare,9.08,13.44,0.95,12.01,13.32,13.41,22,170,1,0.1,0
SKU10457,Apparel,14.04,20.83,-0.33,18.65,18.59,17.77,23,361,0,1.33,0
SKU10458,Grocery,4.95,6.75,-3.3,7.28,7.65,7.94,106,317,0,1.85,0
SKU10459,Grocery,3.88,6.9,0.59,5.68,5.96,5.59,29,195,0,1.73,0
SKU10460,Apparel,16.28,25.98,0.98,21.37,22.76,25.65,36,37,1,0.03,0
SKU10461,Electronics,25.66,41.68,1.02,36.57,32.42,36.81,52,17,0,1.92,1
SKU10462,PersonalCare,4.35,6.85,3.75,5.78,6.58,5.9,34,63,0,1.84,1
SKU10463,Household,3.2,4.17,-0.88,4.9,4.88,4.87,65,141,0,1.58,0
SKU10464,Grocery,2.4,3.87,6.55,3.7,3.01,3.41,50,111,0,1.83,0
SKU10465,Grocery,2.65,3.51,0.24,4.2,3.49,4.33,40,72,1,0.07,0
SKU10466,Household,9.05,11.61,-2.75,12.81,10.63,11.11,103,73,0,1.35,0
SKU10467,Apparel,8.08,11.85,-3.0,11.15,12.29,11.86,78,93,0,1.91,0
SKU10468,Grocery,7.54,11.36,-0.2,10.9,11.35,10.93,101,15,0,1.0,0
SKU10469,Household,13.43,20.49,0.64,18.65,18.81,22.8,32,208,1,0.09,1
SKU10470,Household,4.91,8.65,3.09,7.11,7.74,6.64,52,200,1,0.03,1
SKU10471,Apparel,5.93,8.36,1.98,8.23,10.76,8.04,102,89,0,1.01,0
SKU10472,Grocery,1.65,2.7,5.88,2.17,2.3,2.42,37,200,1,0.08,1
SKU10473,PersonalCare,6.68,9.27,-0.41,9.87,8.95,10.69,30,312,0,1.47,1
SKU10474,Grocery,1.95,3.26,4.14,3.02,3.24,2.98,19,71,0,1.68,0
SKU10475,Apparel,11.92,18.87,1.86,18.21,14.55,18.12,74,187,0,1.48,0
SKU10476,Apparel,17.49,25.59,4.04,23.03,20.67,21.7,60,364,0,0.59,1
SKU10477,PersonalCare,6.94,10.03,-1.39,11.18,11.19,9.85,72,224,1,0.07,0
SKU10478,Grocery,4.73,6.97,4.98,5.97,6.88,6.24,56,14,0,2.27,0
SKU10479,Apparel,7.61,11.7,-2.54,10.45,9.88,9.54,129,316,1,0.03,1
SKU10480,Grocery,4.57,7.76,10.29,6.68,6.41,7.03,104,56,0,1.8,1
SKU10481,Household,10.6,14.14,-4.7,15.42,15.55,14.2,38,310,1,0.05,0
SKU10482,Grocery,5.21,7.23,-0.37,7.37,7.52,7.16,77,323,1,0.04,1
SKU10483,Household,11.27,18.47,1.16,15.7,17.35,15.14,69,129,0,1.65,0
SKU10484,Grocery,1.92,2.76,7.53,2.7,2.69,3.08,41,281,1,0.07,0
SKU10485,PersonalCare,1.94,3.07,8.41,3.05,2.4,3.09,45,265,1,0.08,1
SKU10486,Grocery,4.01,7.18,-2.48,6.34,5.06,6.17,60,269,1,0.05,1
SKU10487,Household,15.96,24.11,6.3,23.34,26.2,27.4,41,153,0,0.56,1
SKU10488,Apparel,9.63,16.5,-4.21,12.87,13.32,15.67,118,91,1,0.09,1
SKU10489,Grocery,2.4,2.91,8.76,3.66,3.34,4.01,35,155,0,2.06,1
SKU10490,Electronics,47.36,75.36,-0.43,77.02,54.03,56.58,90,336,1,0.03,1
SKU10491,Household,12.67,20.16,3.76,19.46,16.23,18.68,44,50,0,1.75,0
SKU10492,Apparel,18.96,28.85,2.44,26.07,28.17,21.73,57,345,0,1.14,1
SKU10493,Apparel,8.01,10.0,-1.9,11.27,11.11,11.76,43,292,0,0.58,0
SKU10494,Apparel,11.21,15.12,1.77,18.13,16.69,14.89,56,101,0,1.71,0
SKU10495,Apparel,10.58,16.48,3.18,15.72,16.28,14.74,61,16,0,1.49,0
SKU10496,Electronics,56.76,69.29,-3.15,75.89,79.74,84.37,33,243,0,1.01,1
SKU10497,Grocery,4.79,7.23,3.09,7.69,9.09,5.48,22,47,0,2.22,0
SKU10498,Grocery,2.29,3.51,0.94,3.19,3.23,3.28,48,153,0,1.28,1
SKU10499,Grocery,2.37,4.25,-1.57,3.94,3.75,3.48,83,254,0,1.19,0
SKU10500,PersonalCare,6.66,11.88,5.7,11.76,10.19,10.03,15,176,0,2.18,0
SKU10501,Grocery,3.1,4.8,-1.3,5.11,5.48,4.44,65,100,1,0.1,1
SKU10502,PersonalCare,4.14,7.23,-5.04,6.42,5.92,5.34,60,104,1,0.07,0
SKU10503,Grocery,2.79,4.38,4.34,4.08,3.88,4.62,52,128,0,1.01,0
SKU10504,Grocery,4.48,6.91,-2.37,5.83,6.25,6.34,89,338,1,0.02,1
SKU10505,Grocery,2.92,4.18,1.91,4.02,4.49,4.28,86,240,1,0.09,0
SKU10506,Household,7.4,12.32,-2.33,9.84,11.6,12.72,75,81,0,2.4,0
SKU10507,Grocery,2.41,3.12,6.7,3.35,3.3,2.97,29,268,1,0.04,0
SKU10508,Household,10.21,13.39,2.21,15.25,15.44,13.72,33,167,0,2.08,0
SKU10509,Apparel,10.83,17.23,4.34,15.1,13.62,16.63,61,250,0,1.04,0
SKU10510,Household,8.8,14.49,-0.88,13.72,15.18,12.66,44,219,0,1.05,0
SKU10511,Household,8.44,10.56,-2.34,11.51,13.98,11.77,106,192,0,1.48,0
SKU10512,PersonalCare,4.92,8.83,1.17,7.43,7.88,7.56,113,155,0,2.08,1
SKU10513,Grocery,2.35,3.94,3.96,3.75,3.43,3.04,110,296,0,2.3,0
SKU10514,Household,7.55,10.04,4.02,10.36,10.48,10.47,47,272,0,0.97,0
SKU10515,PersonalCare,5.11,8.47,7.71,7.34,7.95,7.23,20,140,0,0.98,0
SKU10516,Household,12.33,15.97,2.73,16.54,16.95,15.79,76,107,0,2.24,0
SKU10517,Electronics,30.03,50.12,7.86,41.1,38.28,43.65,70,330,0,1.51,1
SKU10518,Household,11.0,15.14,-2.89,16.23,17.09,15.69,66,104,0,1.2,1
SKU10519,Grocery,5.89,7.77,0.12,8.69,8.86,6.86,57,298,0,0.9,1
SKU10520,Apparel,18.42,26.23,-2.4,28.55,31.37,27.65,66,225,0,2.26,0
SKU10521,PersonalCare,8.21,12.72,2.16,11.22,11.21,10.4,37,206,0,0.62,0
SKU10522,PersonalCare,5.25,8.15,-2.23,7.74,8.51,7.63,10,268,1,0.08,0
SKU10523,Electronics,54.12,76.37,3.55,82.82,75.19,76.51,97,89,0,1.38,0
SKU10524,Household,9.66,15.89,1.53,13.88,14.32,12.51,77,262,0,2.32,0
SKU10525,Apparel,6.68,9.93,2.52,9.89,10.32,8.98,43,351,1,0.05,0
SKU10526,PersonalCare,5.11,7.48,2.73,6.57,7.65,6.38,21,298,0,0.45,0
SKU10527,PersonalCare,3.44,5.53,0.32,4.62,4.71,5.09,17,200,0,1.12,0
SKU10528,Grocery,1.49,2.43,5.78,2.37,2.39,2.28,39,164,0,0.66,0
SKU10529,PersonalCare,5.87,10.48,9.92,7.39,7.77,8.89,62,264,0,1.43,1
SKU10530,Apparel,16.86,20.89,3.66,21.06,28.48,22.94,16,112,0,1.08,0
SKU10531,PersonalCare,4.4,7.82,2.28,6.44,5.34,5.4,41,261,0,0.67,1
SKU10532,Grocery,4.37,5.81,3.77,5.59,7.14,5.93,95,160,0,1.75,0
SKU10533,PersonalCare,7.69,9.79,-0.78,12.57,10.6,9.97,46,170,1,0.09,1
SKU10534,Apparel,14.5,23.19,-1.74,23.25,20.45,22.46,78,345,0,1.73,0
SKU10535,Grocery,2.78,3.74,-1.01,3.8,3.45,3.8,96,358,0,2.26,1
SKU10536,Household,10.76,17.11,3.47,15.73,15.64,13.25,81,20,0,2.08,1
SKU10537,Grocery,7.69,11.3,2.86,10.33,11.6,11.27,29,53,0,1.84,0
SKU10538,Apparel,5.54,9.88,7.86,6.84,8.79,7.02,106,134,0,2.24,1
SKU10539,Electronics,62.2,103.36,-3.99,92.03,102.38,85.7,38,346,0,1.29,1
SKU10540,Electronics,26.65,39.21,3.78,34.14,38.81,42.55,98,99,0,0.87,0
SKU10541,Apparel,20.41,32.72,7.19,31.04,30.33,32.92,29,350,1,0.03,0
SKU10542,Apparel,21.84,26.81,-3.17,35.61,33.57,30.56,33,17,0,2.42,0
SKU10543,Grocery,2.91,4.4,5.07,4.33,4.44,3.7,80,244,0,2.35,0
SKU10544,Apparel,11.51,19.47,3.87,18.75,19.54,15.76,113,99,1,0.08,1
SKU10545,Household,7.92,11.9,1.67,11.38,11.98,11.37,57,251,0,1.9,0
SKU10546,Grocery,3.69,5.36,-4.5,5.71,5.05,5.6,37,358,0,1.31,0
SKU10547,Grocery,3.19,4.32,-1.27,4.98,5.01,4.18,33,24,1,0.09,0
SKU10548,Household,13.35,19.71,4.85,18.72,16.53,21.08,44,90,0,2.08,0
SKU10549,PersonalCare,2.96,4.94,5.56,4.49,3.87,3.98,40,19,0,1.31,1
SKU10550,PersonalCare,4.78,7.78,1.04,7.01,6.9,6.53,48,131,0,1.75,0
SKU10551,Grocery,4.69,6.0,0.68,6.0,6.88,6.26,58,127,1,0.09,0
SKU10552,Household,7.03,9.82,6.75,9.57,11.84,9.48,44,263,1,0.1,1
SKU10553,Apparel,12.52,18.0,2.34,17.13,18.71,21.12,29,233,1,0.04,0
SKU10554,Electronics,39.28,56.74,3.91,52.66,56.92,61.38,41,116,0,2.01,0
SKU10555,PersonalCare,9.21,16.37,4.56,12.54,14.7,12.62,76,212,0,1.64,0
SKU10556,Electronics,61.5,103.68,-5.65,98.18,96.64,93.28,114,325,0,1.96,0
SKU10557,Grocery,1.93,2.62,13.92,2.65,3.04,2.54,92,319,0,2.36,1
SKU10558,Household,4.79,7.59,4.02,7.22,7.87,5.79,30,55,0,2.44,0
SKU10559,Household,6.64,8.92,9.33,11.03,10.61,9.77,56,323,1,0.05,0
SKU10560,PersonalCare,5.64,8.27,-1.18,8.11,8.35,10.21,95,115,1,0.08,0
SKU10561,Household,12.03,18.7,-4.73,16.76,16.9,16.74,87,275,0,0.67,0
SKU10562,Grocery,3.32,4.8,3.97,4.94,4.31,4.61,58,61,0,2.33,0
SKU10563,Apparel,25.38,37.97,-4.76,31.87,40.44,31.49,34,96,0,2.16,0
SKU10564,Household,18.52,28.02,-0.96,25.15,27.79,23.29,67,219,1,0.08,0
SKU10565,Household,5.41,6.92,1.38,7.93,8.74,7.66,85,107,1,0.09,1
SKU10566,PersonalCare,6.48,8.81,-3.49,7.87,9.47,9.07,19,107,0,1.06,0
SKU10567,Apparel,22.28,34.4,1.97,35.71,34.46,30.5,12,105,1,0.03,0
SKU10568,Apparel,15.57,24.29,1.54,23.6,23.37,21.4,61,20,1,0.03,0
SKU10569,PersonalCare,7.02,12.37,0.66,11.27,8.97,9.84,77,361,0,2.02,1
SKU10570,Apparel,11.42,13.94,-0.49,15.96,16.37,16.48,74,364,0,0.55,1
SKU10571,PersonalCare,4.69,8.22,6.92,6.76,5.64,7.15,81,192,0,1.09,1
SKU10572,Electronics,49.49,63.53,1.79,77.34,73.69,76.21,70,58,0,0.93,1
SKU10573,Electronics,70.67,115.88,2.54,118.84,141.53,104.68,62,102,1,0.06,0
SKU10574,Grocery,2.19,3.2,3.31,3.42,3.63,2.81,37,259,0,2.37,0
SKU10575,Grocery,3.29,5.91,-1.23,4.97,5.6,3.95,36,153,1,0.09,1
SKU10576,Household,18.06,23.87,0.61,30.07,26.09,28.68,52,204,1,0.03,1
SKU10577,Grocery,3.22,3.96,10.77,5.02,4.4,4.82,9,165,1,0.08,0
SKU10578,Grocery,3.79,5.83,-0.89,4.66,5.39,5.59,19,21,0,1.74,0
SKU10579,Apparel,20.16,33.27,8.0,30.02,32.12,25.97,53,110,0,0.98,1
SKU10580,Apparel,18.21,30.81,-5.4,26.73,24.23,27.87,112,266,1,0.09,1
SKU10581,Grocery,3.28,5.73,2.47,5.01,6.16,4.71,120,131,1,0.07,1
SKU10582,Grocery,3.19,5.17,-0.47,4.87,4.49,4.7,71,135,0,2.33,1
SKU10583,Electronics,89.9,161.54,2.7,127.75,129.51,118.94,59,173,1,0.04,1
SKU10584,Household,5.26,6.43,4.19,7.73,8.8,7.06,73,172,0,0.77,1
